validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dicom-validator,be8eb72eecc4,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-13.3624877929688' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c07bbb90127f,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-126.317626953125' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c3516a11cab1,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-116.330810546875' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c657ababddb3,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-11.5043334960938' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c6a926ab3985,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-94.0833129882812' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c6dd0604d565,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-169.574279785156' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c71d7ff0d72c,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-107.828430175781' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c8660d666d44,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-119.513549804688' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c8a77325bafc,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-6.02777099609375' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,c99c744fc96c,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-84.7088012695312' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,cb7f5a66a4cb,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-90.7052001953125' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,cc7b0b2ee030,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-11.0468139648438' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,cd1e10aae7b2,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-101.203918457031' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,ce781156af8a,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-11.6981811523438' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,cf7f3a332b7f,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-10.9485473632812' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,d253a0050e5d,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-161.256652832031' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,d280679235b9,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-135.644165039062' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,d2da2c4b828b,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-90.5321655273438' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,d2e816f2bfa7,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-90.9730834960938' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
